day,time,relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (Â°),wind_speed_100m (km/h),wind_direction_100m (Â°),PM10 (Âµg/mÂ³),NO (Âµg/mÂ³),NO2 (Âµg/mÂ³),NOx (ppb),NH3 (Âµg/mÂ³),SO2 (Âµg/mÂ³),CO (mg/mÂ³),Ozone (Âµg/mÂ³),Benzene (Âµg/mÂ³),Toluene (Âµg/mÂ³),Xylene (Âµg/mÂ³),Eth-Benzene (Âµg/mÂ³),MP-Xylene (Âµg/mÂ³)
11-02-2024,21:00:00,86,0,992.6,8.9,328,13.9,335,322.94,27.08,23.14,43.24,76.51,8.54,1.51,26.66,4.94,11.06,2.62,3.8,4.07
11-02-2024,22:00:00,87,0,992.2,8.7,315,14,334,335.84,25.68,22.26,42.35,83.15,8.31,2.66,25.61,5.25,11.58,3.67,3.79,4.32
11-02-2024,23:00:00,90,0,992,9.2,318,13.7,337,347.92,27.68,22.03,45.44,103.04,7.9,2.77,24.54,5.95,10.69,3.56,4.01,5.46
12-02-2024,00:00:00,91,0,991.9,9,344,13.7,346,368.12,27.72,17.53,36.82,117.24,8.89,1.86,22.36,5.82,21.5,12.9,9.88,6.49
12-02-2024,01:00:00,97,0,992.8,8,297,11,328,306.86,32.35,19.34,47.36,124.9,8.36,1.96,17.97,4.46,9.65,3.85,3.92,5.12
12-02-2024,02:00:00,98,0,992.8,8.7,318,11.6,338,270.62,42.21,15.03,48.89,115.24,8,1.58,20.37,4.74,10.92,2.29,3.66,4.59
12-02-2024,03:00:00,90,0,994.1,6.6,279,10.4,316,253.84,37.46,15.31,43.96,104.28,8.95,2.08,20.34,6.13,12.69,2.52,4.26,7.08
12-02-2024,04:00:00,84,0,995.2,5.8,274,11.8,293,247.84,34.5,16.38,47.15,96.24,8.64,1.79,15.56,5.89,11.32,3.5,4.74,6.39
12-02-2024,05:00:00,78,0,995.3,4.8,318,6.6,319,247.94,31.68,15.74,42.69,92.86,8.76,1.41,15.57,6.25,11.93,2.67,5,6.08
12-02-2024,06:00:00,66,0,994.8,4.8,347,5.9,349,245.12,32.8,17.01,38.27,93.26,10.32,2.19,18.91,6.3,11.88,2.73,4.89,5.99
12-02-2024,07:00:00,59,0,993.8,3.6,360,4.4,9,249.11,34.7,18.14,37.7,101.54,10.54,2.38,19.66,6.43,10.85,3.55,4.19,5.93
12-02-2024,08:00:00,55,0,992.7,1.8,37,2.3,51,270,34.13,15.62,45.23,98.5,10.35,1.32,30.87,5.67,11.4,2.52,4.01,4.93
12-02-2024,09:00:00,55,0,991.7,0,270,0.8,63,305.56,33.64,19.62,48.49,103.66,10.13,2.42,35.31,6.04,11.63,2.56,4.28,5.12
12-02-2024,10:00:00,54,0,991,0.8,207,0.7,180,343.98,29.3,25.05,34.05,96.06,10.02,1.54,35.71,4.8,9.87,1.04,3.97,5.4
12-02-2024,11:00:00,55,0,990.7,0.8,207,1,135,327.92,22.05,25.31,26.24,78.22,9.75,1.14,43.82,4.06,6.22,3.25,3.82,5.16
12-02-2024,12:00:00,57,0,990.8,2.1,211,2.2,171,267.73,22.28,24.19,38.11,69.36,9.93,2.08,40.04,4.51,7.8,1.93,3.58,4.69
12-02-2024,13:00:00,72,0,991.2,6.4,322,15,339,258.86,21.77,25.61,41.89,70.59,10.26,1.92,40.13,5.2,9.57,1.94,3.94,4.85
12-02-2024,14:00:00,79,0,991.3,8.3,355,11.9,2,291.57,17.14,24.69,31.82,71.7,14.33,1.1,44.65,5.15,9.49,2.63,3.74,4.53
12-02-2024,15:00:00,83,0,991.9,8.3,342,11.2,360,277.38,15.66,24,30.52,84.1,16.14,1.48,44.76,4.97,9.53,2.67,3.7,4.48
12-02-2024,16:00:00,86,0,992.5,8.3,326,11.7,349,259.65,17.72,24.01,28.24,84.16,16.76,1.83,33.84,4.93,9.57,2.6,4.12,4.61
12-02-2024,17:00:00,88,0,992.8,6.6,315,14.5,337,257.5,16.82,23.12,26.94,89.12,17.88,1.82,33.86,4.86,9.77,2.6,4.36,4.7
12-02-2024,18:00:00,86,0,992.4,7.9,357,12.6,360,277.55,20.45,23.57,25.38,86.44,2.88,0.93,33.63,5.34,16.33,2.58,6.65,9.1
12-02-2024,19:00:00,90,0,992.1,9.4,7,13,3,302.14,20.09,22.46,24.72,73.83,2.85,1,33.36,5.34,15.74,3.02,6.81,9.15
12-02-2024,20:00:00,91,0,991.5,7.9,16,15.4,11,336.71,24.39,23.07,40.67,69.47,2.56,1.5,26.59,5.48,11.32,2.6,5.75,6.4
12-02-2024,21:00:00,93,0,990.9,8.2,23,14.7,22,406.72,27.82,22.51,43.33,76.9,10.58,1.68,26.53,6.08,13.15,2.56,6.37,6.31
12-02-2024,22:00:00,94,0,990.4,7.7,28,13.2,29,449.3,28.05,21.56,44.18,80.17,10.31,2.91,25.5,6.42,13.85,3.74,5.99,6.28
12-02-2024,23:00:00,96,0,990.4,9.3,28,10.3,36,476.04,31.4,21.52,47.85,100.69,9.89,3.04,24.54,7.35,13,3.55,6.26,7.44
13-02-2024,00:00:00,97,0,990.4,8.9,21,9.7,39,451.14,27.65,17.56,36.92,117.71,8.12,2.11,22.35,7.25,23.94,13.2,11.98,8.43
13-02-2024,01:00:00,100,0,991.9,8.3,355,12.4,17,444.46,30.69,18.5,45.68,123.22,8.09,2.21,17.99,5.91,12.38,3.82,6.19,7.06
13-02-2024,02:00:00,100,0,992.3,6.5,357,10.1,27,439.54,37.97,14.46,45.18,112.84,7.65,1.94,20.51,6.22,13.92,2.35,6.28,6.69
13-02-2024,03:00:00,95,0,993.5,2.2,279,5.6,27,419.3,34.22,14.89,41.16,99.7,8.41,2.53,20.43,7.64,15.93,2.61,7.28,9.49
13-02-2024,04:00:00,86,0,993.9,1.4,270,2.6,34,420.6,34.66,15.98,47.16,94.74,7.66,2.2,15.57,7.66,14.84,3.52,8.15,8.87
13-02-2024,05:00:00,78,0,994.1,3.4,288,3.5,294,409.66,35,15.43,45.25,97.92,7.32,1.84,15.58,8.13,15.79,2.7,8.96,8.74
13-02-2024,06:00:00,68,0,993.8,3.3,311,3.8,319,386.74,37.87,17.05,42.46,100.19,9.24,2.65,18.95,8.38,16.1,2.7,9.44,9.06
13-02-2024,07:00:00,55,0,992.8,3.8,319,4.4,325,373.16,35.96,17.79,38.52,106.76,8.38,2.8,19.7,8.64,15.5,3.7,9.06,9.22
13-02-2024,08:00:00,52,0,991.8,5.1,309,6.4,313,380.64,33.46,14.62,43.74,102.42,8.61,1.64,31,8.32,16.61,2.62,8.96,8.25
13-02-2024,09:00:00,50,0,991.1,5.3,298,6.3,301,390.59,35.95,18.45,49.52,109.06,10.37,2.78,35.4,8.7,17.13,2.5,9.22,8.52
13-02-2024,10:00:00,51,0,990.7,5.1,309,5.9,308,343.52,31.43,25.11,41.63,102.08,10.49,2.05,35.74,8.53,17.24,1.08,8.62,8.34
13-02-2024,11:00:00,52,0,990.8,5.2,326,6.2,324,494.46,29.55,26.62,39.53,89.07,9.96,1.79,44.1,8.7,15.18,3.26,8.18,8.09
13-02-2024,12:00:00,72,0,990.8,5.2,335,8.9,328,406.46,29.35,26.23,48.2,82.66,9.96,2.58,39.7,8.04,14.4,2.01,7.9,7.63
13-02-2024,13:00:00,65,0,991,9.8,336,10.7,340,356.48,26.75,25.88,46.06,82.18,9.3,2.25,40.01,7.65,13.8,1.98,7.16,7.2
13-02-2024,14:00:00,71,0,991.3,10,345,11.2,345,319.1,21.47,24.69,35,79.85,11.65,1.25,44.81,7.28,12.98,2.65,6.58,6.56
13-02-2024,15:00:00,67,0,992,7.2,3,9.5,351,274.8,18.41,24.1,32.82,88.61,8.52,1.58,44.78,6.84,12.55,2.68,6.41,6.33
13-02-2024,16:00:00,66,0,992.5,5.8,4,8.8,348,275.14,20.29,22.54,29.48,89.4,11.51,1.96,33.89,6.49,12.07,2.63,6.54,6.18
13-02-2024,17:00:00,74,0,992.3,6.2,350,9.3,344,220.54,19.05,22.93,28.66,93.17,10.89,1.89,33.75,6.14,12.01,2.64,6.78,6.51
13-02-2024,18:00:00,87,0,991.7,9.2,349,11.4,347,273.18,21.67,21.96,25.54,89.24,8.01,1,33.46,6.17,17.03,2.78,9.65,11.14
13-02-2024,19:00:00,91,0,991.5,9.6,347,15.5,347,312.15,21.79,21.2,25.11,75.73,7.75,1.07,33.6,5.97,16.74,2.86,9.42,11.11
13-02-2024,20:00:00,92,0,991.1,9,358,17.8,353,410.24,23.19,20.82,38.47,69.17,6.79,1.54,26.66,5.66,11.64,2.57,7.72,7.39
13-02-2024,21:00:00,92,0,990.7,7.9,360,18.4,354,494.17,25.21,20.98,39.98,71.77,8.92,1.78,26.77,5.74,13.41,2.56,7.8,6.77
13-02-2024,22:00:00,93,0,990.5,10.4,346,15.8,348,481.04,26.69,20.91,42.67,77.56,8.83,2.99,25.52,6.11,14,3.76,7.53,6.87
13-02-2024,23:00:00,94,0,990.7,8.3,326,15.5,338,488.51,27.07,20.97,44.16,93.78,8.77,3.11,24.45,6.9,12.91,3.67,7.44,7.82
14-02-2024,00:00:00,96,0,990.9,9.4,313,13.9,335,375.1,27.26,17.21,36.18,115.38,11.08,2.27,22.43,6.81,23.67,12.72,12.98,8.57
14-02-2024,01:00:00,98,0,991.5,6.9,313,12.3,339,332.41,32.59,18.55,47.18,124.38,11.01,2.33,17.97,5.36,11.67,3.84,6.96,7.17
14-02-2024,02:00:00,98,0,992,5.9,308,13.3,327,320.38,40.31,14.64,47.3,117.96,10.3,1.96,20.47,5.62,13.02,2.4,6.88,6.66
14-02-2024,03:00:00,90,0,993,6.9,309,14.1,322,310.36,40.91,15.56,46.9,109.48,10.11,2.41,20.39,6.99,14.86,2.61,7.76,9.29
14-02-2024,04:00:00,82,0,993.9,5.7,305,14,318,335.47,44.02,16.67,55.11,106.5,9.24,1.95,15.5,6.98,13.72,3.54,8.53,8.78
14-02-2024,05:00:00,73,0,994.1,8,306,11.2,310,331.65,44.44,16.58,53.4,109.81,8.79,1.57,15.66,7.48,14.55,2.65,8.88,8.63
14-02-2024,06:00:00,62,0,993.9,11.5,309,14.8,311,304.69,49.08,18.28,52.35,113.69,8.42,2.28,18.94,7.59,14.66,2.74,8.84,8.57
14-02-2024,07:00:00,53,0,993,13.5,312,17.3,312,290.02,48.86,19.33,49.74,120.33,8.24,2.44,19.8,7.59,13.71,3.56,8.08,8.58
14-02-2024,08:00:00,50,0,992,13.3,311,16.8,312,293.15,46.42,16.34,55.41,121.34,8.48,1.37,30.91,6.87,14.33,2.46,7.84,7.58
14-02-2024,09:00:00,49,0,991.2,12.7,313,16.3,313,304.89,43.69,19.69,56.4,125.09,8.97,2.46,35.3,7.15,14.28,2.51,7.97,7.63
14-02-2024,10:00:00,52,0,990.7,12,314,15.3,315,318.77,36.68,25.76,46.12,110.69,9.02,1.64,35.73,6.44,13.79,1.05,6.83,7.12
14-02-2024,11:00:00,55,0,990.5,11.2,312,15,314,323.69,29.88,27.96,40.77,93.04,8.66,1.31,43.98,6.56,11.78,3.28,5.98,6.84
14-02-2024,12:00:00,67,0,990.5,6.3,301,15.1,308,231.52,21.3,27.66,42.41,77.78,9.69,2.79,40.15,5.48,9.63,1.92,4.62,5.71
14-02-2024,13:00:00,77,0,990.8,7.9,294,18.4,305,220.02,24.44,10.93,38.2,28.98,9.61,1.78,40.34,4.8,7.97,1.95,3.6,4.86
14-02-2024,14:00:00,81,0,991.1,8,297,20.8,307,195.78,15.37,14.16,27.92,27.46,9.37,0.9,44.22,4.18,7.15,2.68,3.61,4.37
14-02-2024,15:00:00,87,0,991.5,8.7,308,19.1,316,334.04,15.95,9.79,24.06,23.14,8.58,1.3,44.55,3.99,6.95,2.63,3.61,4.25
14-02-2024,16:00:00,89,0,992.2,9.4,328,18.7,332,186.78,13.92,23.29,24.81,52.9,8.69,1.77,33.85,4.02,6.93,2.7,3.58,4.21
14-02-2024,17:00:00,90,0,992.6,8.7,336,19.1,344,256.52,14.41,23.96,25.45,58.88,8.5,1.74,33.67,3.84,6.97,2.66,3.51,4.2
14-02-2024,18:00:00,92,0,992.3,10.6,332,17,347,257.4,18.87,24.47,24.74,68.88,10.56,0.86,33.43,4.2,12.73,2.71,6.16,8.72
14-02-2024,19:00:00,92,0,992.1,10.2,315,14.6,340,286.56,18.64,23.64,24.24,66.01,10.05,0.96,33.54,4.51,13.53,2.84,6.48,8.93
14-02-2024,20:00:00,93,0,991.9,10,311,14.5,333,324.15,23.57,24.52,32.22,55.37,13.82,1.14,26.68,2.73,3.94,2.58,5.02,5.91
14-02-2024,21:00:00,94,0,991.6,10.2,309,14.8,331,328.12,27.99,15.16,29.34,26.23,12.76,1.24,35.08,2.14,3.75,2.65,1.71,2.07
14-02-2024,22:00:00,95,0,991.2,9.7,292,14.5,325,378.64,23.74,15.68,28.11,26.99,12.41,2.43,33.68,2.51,4.46,3.76,1.57,2.48
14-02-2024,23:00:00,96,0,991.1,9.6,283,13.8,317,402.53,20.73,15.92,28.14,31.94,11.86,2.41,31.95,3.12,3.4,3.61,1.55,3.99
15-02-2024,00:00:00,96,0,991.1,9.7,272,14.7,306,364.22,13.74,12.25,25.88,56.32,12.33,2.15,21.73,4.69,21.17,12.25,12.2,5.34
15-02-2024,01:00:00,97,0,992.3,9.6,290,14,318,334.87,15.32,14.75,37.11,56.34,12.36,2.15,22.22,2.03,3.1,3.86,1.21,3.18
15-02-2024,02:00:00,97,0,992.8,6.9,279,13.8,313,298.84,24.01,10.04,34.88,45.18,11.38,1.57,25.75,2.21,4.76,2.37,0.98,2.34
15-02-2024,03:00:00,89,0,994.1,6.7,286,13.3,308,283.16,17.02,11.47,28.23,45.19,12.6,2.34,25.88,4.04,7.26,2.58,2.54,6.2
15-02-2024,04:00:00,81,0,994.9,5,291,12.8,310,286.11,14.84,13.46,35.24,39.44,12,1.78,18.47,3.77,5.28,3.52,3.85,5.13
15-02-2024,05:00:00,70,0,995.1,5.5,302,8,306,276.78,13.64,14.1,31.72,39.48,11.92,1.25,18.58,4.16,6.25,2.72,4.59,4.8
15-02-2024,06:00:00,60,0,994.8,6.7,306,8.4,310,297.46,18.1,17.02,27.33,44.08,11.82,2.46,23.56,4.3,6.17,2.69,4.51,4.9
15-02-2024,07:00:00,54,0,994.1,8.2,311,10.2,315,314.29,18.1,18.65,24.96,43.61,11.74,2.79,24.63,4.22,4.77,3.5,3.18,4.64
15-02-2024,08:00:00,49,0,993.2,9.4,313,11.7,315,324.23,17.03,13.34,35.04,37.18,12.05,1.22,41.65,3.04,5.57,2.46,2.84,3.14
15-02-2024,09:00:00,47,0,992.4,11.2,315,14,316,383.23,41.66,16.65,52.84,84.71,7.66,2.3,35.39,5.85,11.81,2.59,5.16,5.65
15-02-2024,10:00:00,47,0,991.9,12,319,15.9,321,300.08,34.12,22.76,42.53,77.04,2.89,1.47,35.82,5.37,11.6,0.97,4.06,5.23
15-02-2024,11:00:00,47,0,991.9,11.2,318,16.4,320,338.39,29.43,23.92,38.12,71.09,5.21,1.18,43.87,5.56,9.96,3.18,4.88,5.53
15-02-2024,12:00:00,62,0,991.8,6.6,315,16.9,320,301.22,27.83,23.65,45.68,60.9,6.01,2.04,39.99,5.04,9.59,1.94,4.5,5.28
15-02-2024,13:00:00,71,0,991.8,10.5,322,16.4,331,248.26,24.58,23.62,43.24,64.82,12.51,1.75,40.05,4.68,9.27,1.93,4.65,5.23
15-02-2024,14:00:00,78,0,992.1,10.7,315,17.2,327,216.77,19.84,22.66,32.82,64.57,9.56,0.91,44.62,4.39,8.89,2.66,4.32,4.8
15-02-2024,15:00:00,84,0,992.6,11.7,315,17.8,328,206.06,17.62,22.53,30.9,71.32,10.08,1.3,44.49,4.11,8.73,2.66,4.14,4.66
15-02-2024,16:00:00,85,0,992.7,12,327,17.6,332,206.42,19.45,21.66,28.46,71.64,9.5,1.67,33.79,4.02,8.83,2.63,4.01,4.52
15-02-2024,17:00:00,85,0,992.8,12.1,348,17.3,339,191.68,18.8,22.03,27.62,77.29,10.46,1.66,33.72,4.09,8.84,2.65,4.08,4.59
15-02-2024,18:00:00,77,0,992.9,9.4,2,14.9,345,223.98,21.67,22.77,25.98,77.4,10.83,0.8,33.67,4.47,14.3,2.7,5.88,8.36
15-02-2024,19:00:00,72,0,992.9,7.2,342,13,341,274.86,22.6,22.3,26.45,72.54,8.11,0.86,33.52,4.47,14.05,2.95,6.09,8.84
15-02-2024,20:00:00,74,0,992.7,6.4,317,12.2,336,317.21,26.38,22.39,41.99,65.77,7.78,1.27,26.69,4.38,9.63,2.58,4.72,5.68
15-02-2024,21:00:00,78,0,992.4,8,324,13.7,337,335.14,27.08,21.55,42.35,66.22,7.31,1.41,26.72,4.53,11.04,2.56,4.62,5.05
15-02-2024,22:00:00,85,0,992,9.3,324,14.8,334,343.96,25.56,20.82,41.19,65.92,8.91,2.63,25.62,5,11.73,3.7,4.47,5.24
15-02-2024,23:00:00,87,0,991.9,8.7,308,14.3,332,348.28,24.61,20.78,42.03,71.54,9.09,2.76,24.55,5.66,10.76,3.76,4.38,6.19
16-02-2024,00:00:00,90,0,992.1,8.2,285,13.4,324,363.6,19.98,16.72,30.53,88.86,8.32,1.96,22.32,5.68,21.9,11.97,10.96,7.54
16-02-2024,01:00:00,93,0,993,6.6,283,11.1,331,368.79,30.84,19.18,46.2,89.98,9.27,2.05,18.02,4.32,9.89,3.87,5.42,6.19
16-02-2024,02:00:00,97,0,993.7,7.6,273,11,319,391.6,42.02,14.72,48.6,86.33,8.04,1.67,20.42,4.45,11.06,2.38,5.2,5.59
16-02-2024,03:00:00,88,0,994.7,6.3,283,11,319,367.14,41.11,14.34,46.43,80.13,6.92,2.17,20.44,5.71,12.74,2.63,5.85,8.12
16-02-2024,04:00:00,78,0,995.5,4.4,305,10.3,324,355.72,41.45,14.09,51.65,71.33,10.75,1.73,15.51,5.52,11.34,3.53,6.3,7.21
16-02-2024,05:00:00,67,0,995.9,5.1,315,6.9,321,344.72,41.48,13.12,49.23,72.3,10.58,1.35,15.64,5.82,11.99,2.73,6.6,6.88
16-02-2024,06:00:00,57,0,995.5,6.1,320,7.8,326,318.22,43.42,14.53,45.53,72.78,10.09,2.06,18.88,5.81,12.01,2.64,6.57,6.75
16-02-2024,07:00:00,49,0,994.9,7.7,323,9.6,326,311.6,40.53,15.32,40.95,75.9,8.16,2.27,19.77,5.86,11.13,3.59,6.04,6.7
16-02-2024,08:00:00,43,0,994.3,8.9,320,11,322,355.18,36.25,12.8,45.29,73.24,7.32,1.21,31.04,5.19,11.91,2.51,6.11,5.67
16-02-2024,09:00:00,39,0,993.5,10.2,318,12.8,320,375.74,33.84,16.84,46.99,76.8,6.94,2.33,35.26,5.34,12.04,2.56,6.32,5.78
16-02-2024,10:00:00,38,0,992.8,10.8,323,13.7,325,329.62,26.61,23.45,37.23,70.74,8.46,1.45,35.68,4.74,11.6,1,5.8,5.64
16-02-2024,11:00:00,43,0,992.4,9.1,326,13.7,330,243.04,24.13,24.61,34.36,65.16,8.33,1.16,43.66,5.06,9.82,3.25,4.87,5.33
16-02-2024,12:00:00,65,0,991.7,6.9,317,12.8,328,241.59,22.83,24.18,41.68,59.96,8.77,1.98,39.95,4.58,9.39,1.91,4.79,5.16
16-02-2024,13:00:00,62,0,991.2,10.7,327,13.2,334,200.7,21.48,24.27,40.63,59.74,9.85,1.7,40.26,4.38,9.08,1.95,4.76,5
16-02-2024,14:00:00,66,0,991.5,10.6,325,13,332,172.72,17.27,22.65,28.84,60.79,10.02,0.81,44.69,4.25,8.84,2.65,4.53,4.75
16-02-2024,15:00:00,76,0,991.6,11.3,333,14.2,339,158.43,17.02,23.13,21.88,107.3,11.46,1.24,44.36,4.1,8.8,2.64,4.25,4.62
16-02-2024,16:00:00,80,0,991.7,11.7,342,15.8,343,156.92,18.18,22.63,27.3,68.83,8.02,1.56,33.62,3.99,8.89,2.69,4.19,4.5
16-02-2024,17:00:00,80,0,991.7,10.9,343,16.3,342,148.07,18.46,21.82,27.63,73.11,8.01,1.58,33.78,3.89,8.84,2.66,3.96,4.37
16-02-2024,18:00:00,77,0,991.5,9.8,354,15.5,347,166.48,22.08,22.7,26.04,74.8,7.68,0.7,33.63,4.19,14.08,2.83,5.82,8.12
16-02-2024,19:00:00,71,0,991.1,8.3,342,13.8,345,213.98,21.46,21.79,25.55,70.46,9.4,0.81,33.45,4.14,14.36,2.93,5.59,7.98
16-02-2024,20:00:00,69,0,990.7,6.5,326,11.5,346,289.05,27.85,21.59,42.78,61.28,9.3,1.37,26.68,4.42,9.8,2.54,4.51,5.54
16-02-2024,21:00:00,69,0,989.6,3.7,259,8.4,350,441.86,29.34,21.29,43.71,65.84,9.08,1.71,26.66,4.67,11.19,2.65,4.42,4.8
16-02-2024,22:00:00,80,0,988.6,5.6,243,7.1,319,532.81,31.48,21.35,47.02,66.4,10.26,3.06,25.6,5.12,12.17,3.72,4.39,5.12
16-02-2024,23:00:00,86,0,988.4,7.1,246,11.6,275,506.1,35.93,20.41,44.9,71.58,3.85,2.37,32.96,7.36,13.89,3.184684951,7.6,7.77
17-02-2024,00:00:00,88,0,988.4,7.3,250,15.5,270,402.98,32.46,16.85,40.34,84.52,9,2.54,22.28,6.1,22.43,13.6,10.54,7.41
17-02-2024,01:00:00,91,0,989.2,7.6,239,13.7,265,374.32,39.53,17.75,52.4,92.08,9.54,2.72,18.03,4.88,10.93,3.86,4.91,6.15
17-02-2024,02:00:00,90,0,989.6,6.6,241,14.9,263,355.18,47.29,13.62,52.3,86.42,8.62,2.4,20.44,5.12,12.4,2.32,4.78,5.6
17-02-2024,03:00:00,79,0,990.5,8.8,251,16.3,264,367.47,51.77,13.72,54.59,79.24,5.65,2.78,20.36,6.57,14.36,2.58,5.64,8.35
17-02-2024,04:00:00,70,0,991.2,5.8,266,15.5,270,408.71,53.8,13.17,61.04,72.6,9.38,2.22,15.51,6.68,13.46,3.53,6.6,7.75
17-02-2024,05:00:00,60,0,991.2,6.6,283,9.9,280,365.88,54.56,12.48,59.34,74.96,8.9,1.68,15.67,7.13,14.63,2.7,7.47,7.88
17-02-2024,06:00:00,50,0,990.6,9.3,286,12,286,331.7,60.06,13.56,58.42,75.86,8.91,2.33,18.96,7.36,15.28,2.74,8.19,8.19
17-02-2024,07:00:00,43,0,989.6,11.7,288,14.8,288,340.18,60.82,14.47,56.68,77.12,10.06,2.45,19.76,7.67,14.85,3.51,8.22,8.55
17-02-2024,08:00:00,39,0,988.4,12.8,292,16.2,291,374.23,58.48,12.34,62.84,77.12,9.57,1.36,30.98,7.35,15.7,2.6,8.59,7.85
17-02-2024,09:00:00,38,0,987.4,13.1,291,16.8,293,379,53.19,17.04,62.71,81.38,8.53,2.41,35.31,7.33,15.86,2.53,9.31,8.18
17-02-2024,10:00:00,39,0,987.1,13.4,294,17.9,295,364.44,45.24,23.75,52.11,74.98,9.76,1.58,35.62,6.62,15.34,1.06,8.25,7.72
17-02-2024,11:00:00,43,0,986.7,11.1,299,16.8,301,295.17,40.12,24.61,46.98,70.32,10.01,1.17,44.44,6.72,13.22,3.24,7.2,7.34
17-02-2024,12:00:00,61,0,986.5,6.4,308,15.9,309,257.17,36.08,23.39,51.92,66.2,9.91,2.06,40.19,6.01,12.35,2.01,6.4,6.6
17-02-2024,13:00:00,67,0,986.5,11.5,346,14.5,333,241.09,31.99,24.1,49.61,64.39,10.18,1.74,39.93,5.53,11.55,1.97,5.68,6.21
17-02-2024,14:00:00,62,0,986.8,10.3,335,14.1,328,216.79,25.81,23.23,38.05,62.82,10.64,0.89,44.61,5.2,10.75,2.64,5.08,5.57
17-02-2024,15:00:00,69,0,987,10.5,329,14,337,191.72,23.3,23.1,36.07,66.29,11.14,1.22,44.17,4.84,10.19,2.59,4.6,5.28
17-02-2024,16:00:00,71,0,987.1,10.1,360,14.3,350,177.78,25.15,22.34,33.46,71.08,6.04,1.68,33.84,4.58,9.87,2.6,4.35,5.15
17-02-2024,17:00:00,74,0,987,10.3,12,14.3,348,169.68,24.01,21.85,32.19,73,5.46,1.65,33.7,4.44,9.74,2.64,4.22,5.18
17-02-2024,18:00:00,63,0,986.7,6.8,328,11.6,344,174.86,25.94,22.32,28.96,72.74,5.49,0.77,33.5,4.65,15.17,2.88,6.39,9.28
17-02-2024,19:00:00,67,0,986,4.8,257,7.7,332,235.89,25.37,22.21,28.68,69.99,8.71,0.86,33.45,4.51,15,2.78,6.61,9.95
17-02-2024,20:00:00,77,0,985.5,4.9,234,5.9,317,355.87,26.94,23.59,43.27,61.39,8.37,1.42,26.58,4.24,9.71,2.63,4.77,6.22
17-02-2024,21:00:00,88,0,985,8.7,222,6.9,264,460.81,27.36,22.2,42.55,61.78,8.38,1.84,26.64,4.31,10.95,2.55,4.38,5.24
17-02-2024,22:00:00,77,0,984.8,5.7,198,4.8,243,536.08,24.79,21.24,41.45,60.54,9.81,3.24,25.53,4.68,11.67,3.58,4.09,5.2
17-02-2024,23:00:00,67,0,984.9,4.7,171,5,210,275.17,23.14,20.63,40.49,65.7,8.92,3.39,24.47,5.45,10.53,3.59,3.99,6.01
18-02-2024,00:00:00,72,0,984.6,4.4,145,5.4,180,364.21,18.25,17,28.85,82.37,7.94,2.5,22.41,5.25,21.21,12.53,10.04,6.89
18-02-2024,01:00:00,81,0,985.4,8.7,142,9.3,164,396.88,23.76,17.86,39.74,82.93,4.42,2.53,18.02,3.92,9.5,3.79,4.24,5.59
18-02-2024,02:00:00,78,0,986.1,7.6,135,11.2,159,334.18,32.3,13.9,40.35,77.23,3.91,1.9,20.44,4.04,10.76,2.33,4.3,5.08
18-02-2024,03:00:00,70,0,987.3,9.7,149,14.7,158,246.39,26.87,14.49,35.01,75.79,3.66,2.22,20.44,5.36,12.45,2.68,5.2,7.7
18-02-2024,04:00:00,63,0,988.5,7.4,157,16.4,161,241.82,29.06,15.1,42.11,57.88,10.25,1.73,15.56,5.26,11.08,3.5,5.86,6.93
18-02-2024,05:00:00,55,0,988.5,9.7,153,13.5,155,241.7,25.87,14.85,37.57,63.7,9.46,1.26,15.67,5.45,11.6,2.69,6.1,6.46
18-02-2024,06:00:00,48,0,988.3,12.4,154,15.9,155,232.91,28.81,16.39,34.63,68.05,8.43,2,18.88,5.61,11.6,2.68,6.16,6.58
18-02-2024,07:00:00,45,0,986.9,14,154,18.4,154,241.24,29.39,17.13,33.11,69.5,7.95,2.18,19.73,5.52,10.51,3.65,5.56,6.44
18-02-2024,08:00:00,43,0,985.8,12.9,157,16.6,158,275.34,33.08,14.04,43.29,69.28,6.99,1.13,30.9,4.78,11.14,2.52,5.56,5.49
18-02-2024,09:00:00,42,0,984.8,12.4,158,16.2,159,293.46,30.07,17.48,44.25,70.68,5.92,2.16,35.41,4.8,11.07,2.54,5.33,5.51
18-02-2024,10:00:00,43,0,984.3,12.9,157,16.8,157,262.9,24.17,23.85,35.37,65.86,8.26,1.3,35.57,4.11,10.78,1.04,4.06,4.96
18-02-2024,11:00:00,48,0,984,11.6,150,18.2,150,223.84,22.09,25.66,33.18,62.17,7.99,1,44.05,4.51,9.18,3.2,3.73,4.91
18-02-2024,12:00:00,56,0,983.9,9.4,130,20.9,139,183.86,20.9,24.58,41.16,58.2,8.18,1.91,39.99,4.1,8.73,1.96,3.34,4.53
18-02-2024,13:00:00,63,0,984.3,9.7,132,22.2,140,212.2,19.19,25.49,39.53,58.45,8.63,1.68,39.97,4.1,8.28,1.97,3.14,4.44
18-02-2024,14:00:00,69,0,984.6,10,120,23,130,215.21,14.16,23.96,28.88,57.32,8.76,0.87,44.78,3.99,7.86,2.64,2.8,3.97
18-02-2024,15:00:00,69,0,985,13.2,125,29.2,129,218.28,13.11,23.39,27.91,59.22,10.06,1.29,44.66,4.01,7.67,2.66,2.59,3.84
